utc_iso,epoch_ms,sensor,x,y,z,activity
2026-04-28T00:22:36.289013+00:00,1777335756288,acc,-0.923223,0.190148,0.463887,walking
2026-04-28T00:22:36.289866+00:00,1777335756289,gyro,24.001318,-18.321507,-19.909567,walking
2026-04-28T00:22:36.290826+00:00,1777335756290,mag,9.200000,21.200001,-35.299999,walking
2026-04-28T00:22:36.304159+00:00,1777335756304,acc,-0.909551,0.182336,0.465840,walking
2026-04-28T00:22:36.304771+00:00,1777335756304,gyro,25.772408,-21.375109,-19.970638,walking
2026-04-28T00:22:36.305794+00:00,1777335756305,mag,8.800000,21.200001,-32.500000,walking
2026-04-28T00:22:36.311548+00:00,1777335756311,acc,-0.902715,0.179406,0.470234,walking
2026-04-28T00:22:36.319050+00:00,1777335756319,gyro,26.871706,-23.634775,-19.787420,walking
2026-04-28T00:22:36.319781+00:00,1777335756319,mag,8.800000,21.200001,-32.500000,walking
2026-04-28T00:22:36.320228+00:00,1777335756320,acc,-0.905645,0.183801,0.468281,walking
2026-04-28T00:22:36.326501+00:00,1777335756326,gyro,26.932777,-24.856216,-19.543135,walking
2026-04-28T00:22:36.327671+00:00,1777335756327,mag,8.800000,21.200001,-32.500000,walking
2026-04-28T00:22:36.334041+00:00,1777335756334,acc,-0.912480,0.190148,0.449238,walking
2026-04-28T00:22:36.334693+00:00,1777335756334,gyro,27.909931,-24.001209,-19.115629,walking
2026-04-28T00:22:36.335772+00:00,1777335756335,mag,8.800000,21.200001,-32.500000,walking
2026-04-28T00:22:36.341477+00:00,1777335756341,acc,-0.908574,0.182824,0.428242,walking
2026-04-28T00:22:36.342080+00:00,1777335756342,gyro,27.787785,-25.161577,-19.604204,walking
2026-04-28T00:22:36.343274+00:00,1777335756343,mag,8.700000,20.400000,-34.500000,walking
2026-04-28T00:22:36.349035+00:00,1777335756349,acc,-0.919316,0.181359,0.420430,walking
2026-04-28T00:22:36.349646+00:00,1777335756349,gyro,27.238136,-27.054810,-19.970638,walking
2026-04-28T00:22:36.350756+00:00,1777335756350,mag,8.700000,20.400000,-34.500000,walking
2026-04-28T00:22:36.364015+00:00,1777335756363,acc,-0.933965,0.192590,0.433125,walking
2026-04-28T00:22:36.364787+00:00,1777335756364,gyro,27.054922,-29.192331,-20.275997,walking
2026-04-28T00:22:36.365865+00:00,1777335756365,mag,8.700000,20.400000,-34.500000,walking
2026-04-28T00:22:36.379028+00:00,1777335756379,acc,-0.924688,0.188195,0.450215,walking
2026-04-28T00:22:36.379609+00:00,1777335756379,gyro,27.421352,-29.741980,-20.520287,walking
2026-04-28T00:22:36.386503+00:00,1777335756386,mag,8.700000,20.400000,-34.500000,walking
2026-04-28T00:22:36.387092+00:00,1777335756387,acc,-0.912969,0.175500,0.464863,walking
2026-04-28T00:22:36.387703+00:00,1777335756387,gyro,28.826012,-27.176954,-20.703501,walking
2026-04-28T00:22:36.393970+00:00,1777335756393,mag,6.900000,19.700001,-34.900002,walking
2026-04-28T00:22:36.394579+00:00,1777335756394,acc,-0.921270,0.175012,0.473652,walking
2026-04-28T00:22:36.395202+00:00,1777335756395,gyro,31.146748,-24.184423,-20.825645,walking
2026-04-28T00:22:36.401467+00:00,1777335756401,mag,6.900000,19.700001,-34.900002,walking
2026-04-28T00:22:36.402062+00:00,1777335756402,acc,-0.937383,0.180383,0.477559,walking
2026-04-28T00:22:36.402705+00:00,1777335756402,gyro,33.589630,-21.130819,-20.581358,walking
2026-04-28T00:22:36.408961+00:00,1777335756408,mag,6.900000,19.700001,-34.900002,walking
2026-04-28T00:22:36.409573+00:00,1777335756409,acc,-0.941777,0.181359,0.482930,walking
2026-04-28T00:22:36.410193+00:00,1777335756410,gyro,36.093586,-18.871155,-20.153852,walking
2026-04-28T00:22:36.416540+00:00,1777335756416,mag,6.900000,19.700001,-34.900002,walking
2026-04-28T00:22:36.423977+00:00,1777335756423,acc,-0.943730,0.184289,0.492695,walking
2026-04-28T00:22:36.424663+00:00,1777335756424,gyro,39.330406,-19.237587,-20.398142,walking
2026-04-28T00:22:36.425768+00:00,1777335756425,mag,7.300000,20.500000,-34.600002,walking
2026-04-28T00:22:36.439085+00:00,1777335756439,acc,-0.950078,0.192102,0.510273,walking
2026-04-28T00:22:36.439606+00:00,1777335756439,gyro,41.162567,-21.130819,-20.398142,walking
2026-04-28T00:22:36.440205+00:00,1777335756440,mag,7.300000,20.500000,-34.600002,walking
2026-04-28T00:22:36.446538+00:00,1777335756446,acc,-0.948125,0.203332,0.525898,walking
2026-04-28T00:22:36.447096+00:00,1777335756447,gyro,40.246487,-23.268343,-19.665276,walking
2026-04-28T00:22:36.448274+00:00,1777335756448,mag,7.300000,20.500000,-34.600002,walking
2026-04-28T00:22:36.453980+00:00,1777335756453,acc,-0.943730,0.207238,0.500020,walking
2026-04-28T00:22:36.454582+00:00,1777335756454,gyro,40.490772,-26.383017,-19.482061,walking
2026-04-28T00:22:36.455760+00:00,1777335756455,mag,7.300000,20.500000,-34.600002,walking
2026-04-28T00:22:36.461465+00:00,1777335756461,acc,-0.951055,0.198938,0.475117,walking
2026-04-28T00:22:36.462112+00:00,1777335756462,gyro,39.880054,-29.192331,-20.520287,walking
2026-04-28T00:22:36.463302+00:00,1777335756463,mag,5.800000,19.400000,-35.799999,walking
2026-04-28T00:22:36.468979+00:00,1777335756468,acc,-0.960820,0.199426,0.468281,walking
2026-04-28T00:22:36.469592+00:00,1777335756469,gyro,38.536465,-32.856659,-21.863871,walking
2026-04-28T00:22:36.470742+00:00,1777335756470,mag,5.800000,19.400000,-35.799999,walking
2026-04-28T00:22:36.484029+00:00,1777335756484,acc,-0.978887,0.204797,0.449727,walking
2026-04-28T00:22:36.484594+00:00,1777335756484,gyro,38.902901,-35.971333,-22.596735,walking
2026-04-28T00:22:36.485750+00:00,1777335756485,mag,5.800000,19.400000,-35.799999,walking
2026-04-28T00:22:36.491467+00:00,1777335756491,acc,-0.991582,0.199914,0.453145,walking
2026-04-28T00:22:36.492083+00:00,1777335756492,gyro,39.635765,-37.437057,-25.039618,walking
2026-04-28T00:22:36.493282+00:00,1777335756493,mag,5.800000,19.400000,-35.799999,walking
2026-04-28T00:22:36.506525+00:00,1777335756506,acc,-0.977422,0.198938,0.466816,walking
2026-04-28T00:22:36.507092+00:00,1777335756507,gyro,40.307560,-36.215622,-25.833555,walking
2026-04-28T00:22:36.508279+00:00,1777335756508,mag,3.900000,18.600000,-35.000000,walking
2026-04-28T00:22:36.514003+00:00,1777335756513,acc,-0.957402,0.196496,0.478535,walking
2026-04-28T00:22:36.514624+00:00,1777335756514,gyro,41.773285,-31.940578,-26.444277,walking
2026-04-28T00:22:36.515781+00:00,1777335756515,mag,3.900000,18.600000,-35.000000,walking
2026-04-28T00:22:36.521466+00:00,1777335756521,acc,-0.944707,0.191613,0.484883,walking
2026-04-28T00:22:36.522084+00:00,1777335756522,gyro,43.849735,-26.749451,-27.726788,walking
2026-04-28T00:22:36.523280+00:00,1777335756523,mag,3.900000,18.600000,-35.000000,walking
2026-04-28T00:22:36.528972+00:00,1777335756528,acc,-0.943242,0.181848,0.480488,walking
2026-04-28T00:22:36.529588+00:00,1777335756529,gyro,46.109406,-22.169044,-28.093222,walking
2026-04-28T00:22:36.530766+00:00,1777335756530,mag,3.900000,18.600000,-35.000000,walking
2026-04-28T00:22:36.543982+00:00,1777335756543,acc,-0.947637,0.176965,0.480000,walking
2026-04-28T00:22:36.544592+00:00,1777335756544,gyro,48.674431,-19.909378,-28.337507,walking
2026-04-28T00:22:36.545749+00:00,1777335756545,mag,2.400000,17.900000,-36.200001,walking
2026-04-28T00:22:36.551471+00:00,1777335756551,acc,-0.943242,0.175012,0.484395,walking
2026-04-28T00:22:36.552073+00:00,1777335756552,gyro,50.628735,-20.520100,-28.581799,walking
2026-04-28T00:22:36.553306+00:00,1777335756553,mag,2.400000,17.900000,-36.200001,walking
2026-04-28T00:22:36.559037+00:00,1777335756559,acc,-0.933965,0.171594,0.502461,walking
2026-04-28T00:22:36.559661+00:00,1777335756559,gyro,52.644115,-23.146196,-28.642870,walking
2026-04-28T00:22:36.560794+00:00,1777335756560,mag,2.400000,17.900000,-36.200001,walking
2026-04-28T00:22:36.574059+00:00,1777335756574,acc,-0.922246,0.185754,0.532734,walking
2026-04-28T00:22:36.574720+00:00,1777335756574,gyro,51.850178,-28.031961,-27.971077,walking
2026-04-28T00:22:36.575760+00:00,1777335756575,mag,2.400000,17.900000,-36.200001,walking
2026-04-28T00:22:36.596637+00:00,1777335756596,acc,-0.915898,0.194543,0.540547,walking
2026-04-28T00:22:36.597151+00:00,1777335756597,gyro,51.300526,-36.643124,-26.932852,walking
2026-04-28T00:22:36.597769+00:00,1777335756597,mag,2.400000,14.900001,-36.200001,walking
2026-04-28T00:22:36.604003+00:00,1777335756603,acc,-0.931523,0.197961,0.534199,walking
2026-04-28T00:22:36.604648+00:00,1777335756604,gyro,48.002636,-47.452877,-26.810707,walking
2026-04-28T00:22:36.605293+00:00,1777335756605,mag,2.400000,14.900001,-36.200001,walking
2026-04-28T00:22:36.611468+00:00,1777335756611,acc,-0.953984,0.197473,0.516133,walking
2026-04-28T00:22:36.612076+00:00,1777335756612,gyro,46.659050,-59.056568,-28.581799,walking
2026-04-28T00:22:36.612732+00:00,1777335756612,mag,2.400000,14.900001,-36.200001,walking
2026-04-28T00:22:36.618993+00:00,1777335756618,acc,-0.956914,0.185754,0.514668,walking
2026-04-28T00:22:36.619600+00:00,1777335756619,gyro,44.094025,-69.988472,-29.986456,walking
2026-04-28T00:22:36.620194+00:00,1777335756620,mag,2.400000,14.900001,-36.200001,walking
2026-04-28T00:22:36.626499+00:00,1777335756626,acc,-0.946172,0.191125,0.526875,walking
2026-04-28T00:22:36.627075+00:00,1777335756627,gyro,41.162567,-75.423874,-31.879686,walking
2026-04-28T00:22:36.628259+00:00,1777335756628,mag,0.600000,14.200000,-37.400002,walking
2026-04-28T00:22:36.634005+00:00,1777335756633,acc,-0.913945,0.196984,0.539082,walking
2026-04-28T00:22:36.634582+00:00,1777335756634,gyro,38.780758,-73.225281,-33.467564,walking
2026-04-28T00:22:36.635738+00:00,1777335756635,mag,0.600000,14.200000,-37.400002,walking
2026-04-28T00:22:36.641486+00:00,1777335756641,acc,-0.876836,0.186242,0.543477,walking
2026-04-28T00:22:36.642071+00:00,1777335756642,gyro,37.864677,-65.652359,-34.627930,walking
2026-04-28T00:22:36.643279+00:00,1777335756643,mag,0.600000,14.200000,-37.400002,walking
2026-04-28T00:22:36.656517+00:00,1777335756656,acc,-0.860234,0.172082,0.539570,walking
2026-04-28T00:22:36.657074+00:00,1777335756657,gyro,37.742531,-54.415092,-35.605087,walking
2026-04-28T00:22:36.658265+00:00,1777335756658,mag,0.600000,14.200000,-37.400002,walking
2026-04-28T00:22:36.664022+00:00,1777335756664,acc,-0.860723,0.170617,0.529316,walking
2026-04-28T00:22:36.664620+00:00,1777335756664,gyro,38.475395,-41.223530,-36.032585,walking
2026-04-28T00:22:36.665800+00:00,1777335756665,mag,-0.500000,11.200000,-37.500000,walking
2026-04-28T00:22:36.671492+00:00,1777335756671,acc,-0.851934,0.170617,0.514180,walking
2026-04-28T00:22:36.672072+00:00,1777335756672,gyro,39.696838,-28.886972,-36.276875,walking
2026-04-28T00:22:36.673262+00:00,1777335756673,mag,-0.500000,11.200000,-37.500000,walking
2026-04-28T00:22:36.687010+00:00,1777335756686,acc,-0.840215,0.163781,0.504414,walking
2026-04-28T00:22:36.694057+00:00,1777335756694,gyro,40.918278,-19.665092,-35.605087,walking
2026-04-28T00:22:36.694624+00:00,1777335756694,mag,-0.500000,11.200000,-37.500000,walking
2026-04-28T00:22:36.695224+00:00,1777335756695,acc,-0.836309,0.172570,0.504902,walking
2026-04-28T00:22:36.701554+00:00,1777335756701,gyro,38.719685,-15.817551,-35.177578,walking
2026-04-28T00:22:36.702114+00:00,1777335756702,mag,-0.500000,11.200000,-37.500000,walking
