utc_iso,epoch_ms,sensor,x,y,z,activity
2026-04-28T00:20:19.488316+00:00,1777335619488,mag,-78.099998,-7.300000,-24.800001,standing
2026-04-28T00:20:19.488933+00:00,1777335619488,acc,-0.361187,0.477980,0.889344,standing
2026-04-28T00:20:19.489550+00:00,1777335619489,gyro,27.421352,80.676300,87.332970,standing
2026-04-28T00:20:19.495789+00:00,1777335619495,mag,-78.099998,-7.300000,-24.800001,standing
2026-04-28T00:20:19.510875+00:00,1777335619510,acc,-0.384625,0.495559,0.881531,standing
2026-04-28T00:20:19.511428+00:00,1777335619511,gyro,29.558876,92.035698,92.463020,standing
2026-04-28T00:20:19.512042+00:00,1777335619512,mag,-78.099998,-7.300000,-24.800001,standing
2026-04-28T00:20:19.518310+00:00,1777335619518,acc,-0.399762,0.507766,0.892762,standing
2026-04-28T00:20:19.518923+00:00,1777335619518,gyro,31.696400,99.303276,96.982353,standing
2026-04-28T00:20:19.519523+00:00,1777335619519,mag,-78.500000,-2.500000,-26.800001,standing
2026-04-28T00:20:19.533460+00:00,1777335619533,acc,-0.430035,0.530227,0.888855,standing
2026-04-28T00:20:19.533933+00:00,1777335619533,gyro,30.352812,104.555473,101.623833,standing
2026-04-28T00:20:19.534574+00:00,1777335619534,mag,-78.500000,-2.500000,-26.800001,standing
2026-04-28T00:20:19.540844+00:00,1777335619540,acc,-0.440289,0.554641,0.843934,standing
2026-04-28T00:20:19.541520+00:00,1777335619541,gyro,26.260984,106.326569,105.166008,standing
2026-04-28T00:20:19.542051+00:00,1777335619542,mag,-78.500000,-2.500000,-26.800001,standing
2026-04-28T00:20:19.548323+00:00,1777335619548,acc,-0.413922,0.549270,0.801941,standing
2026-04-28T00:20:19.548903+00:00,1777335619548,gyro,22.291302,107.059425,108.952477,standing
2026-04-28T00:20:19.549551+00:00,1777335619549,mag,-78.500000,-2.500000,-26.800001,standing
2026-04-28T00:20:19.555828+00:00,1777335619555,acc,-0.379254,0.528762,0.778992,standing
2026-04-28T00:20:19.556440+00:00,1777335619556,gyro,20.947714,107.303719,112.922165,standing
2026-04-28T00:20:19.557586+00:00,1777335619557,mag,-73.700005,4.700000,-29.100000,standing
2026-04-28T00:20:19.563329+00:00,1777335619563,acc,-0.382184,0.523391,0.790223,standing
2026-04-28T00:20:19.563919+00:00,1777335619563,gyro,22.352373,107.548004,117.502571,standing
2026-04-28T00:20:19.565119+00:00,1777335619565,mag,-73.700005,4.700000,-29.100000,standing
2026-04-28T00:20:19.578322+00:00,1777335619578,acc,-0.431988,0.541945,0.844422,standing
2026-04-28T00:20:19.578880+00:00,1777335619578,gyro,24.001318,106.876213,122.388329,standing
2026-04-28T00:20:19.579505+00:00,1777335619579,mag,-73.700005,4.700000,-29.100000,standing
2026-04-28T00:20:19.585769+00:00,1777335619585,acc,-0.504254,0.583938,0.869324,standing
2026-04-28T00:20:19.586384+00:00,1777335619586,gyro,22.779879,107.670151,128.373383,standing
