utc_iso,epoch_ms,sensor,x,y,z,activity
2026-04-28T00:21:24.461259+00:00,1777335684461,gyro,2.626099,-1.770979,0.916007,walking
2026-04-28T00:21:24.461739+00:00,1777335684461,acc,-0.220051,0.960262,0.045129,walking
2026-04-28T00:21:24.462465+00:00,1777335684462,gyro,3.847539,-1.404546,1.160295,walking
2026-04-28T00:21:24.476394+00:00,1777335684476,acc,-0.231281,0.961727,0.044641,walking
2026-04-28T00:21:24.476839+00:00,1777335684476,gyro,4.458261,-1.832051,0.977079,walking
2026-04-28T00:21:24.477541+00:00,1777335684477,acc,-0.243977,0.957820,0.042199,walking
2026-04-28T00:21:24.491195+00:00,1777335684491,gyro,4.824692,-2.320627,0.854935,walking
2026-04-28T00:21:24.498691+00:00,1777335684498,acc,-0.257648,0.955867,0.042688,walking
2026-04-28T00:21:24.499271+00:00,1777335684499,gyro,6.290422,-2.992419,0.549574,walking
2026-04-28T00:21:24.499879+00:00,1777335684499,mag,44.600002,-6.100000,1.400000,walking
2026-04-28T00:21:24.506274+00:00,1777335684506,acc,-0.259113,0.951473,0.046105,walking
2026-04-28T00:21:24.506734+00:00,1777335684506,gyro,7.267575,-5.618518,-0.061146,walking
2026-04-28T00:21:24.507505+00:00,1777335684507,acc,-0.267414,0.944637,0.043664,walking
2026-04-28T00:21:24.521168+00:00,1777335684521,gyro,7.572935,-7.023175,-0.427578,walking
2026-04-28T00:21:24.543782+00:00,1777335684543,mag,44.600002,-6.100000,1.400000,walking
2026-04-28T00:21:24.544406+00:00,1777335684544,acc,-0.271809,0.938289,0.036828,walking
2026-04-28T00:21:24.544866+00:00,1777335684544,gyro,8.672233,-8.122473,-1.160443,walking
2026-04-28T00:21:24.551155+00:00,1777335684551,mag,44.900002,-4.900000,1.800000,walking
2026-04-28T00:21:24.551759+00:00,1777335684551,acc,-0.274738,0.930965,0.029504,walking
2026-04-28T00:21:24.552398+00:00,1777335684552,gyro,9.588312,-8.977481,-1.649020,walking
2026-04-28T00:21:24.558646+00:00,1777335684558,mag,44.900002,-4.900000,1.800000,walking
2026-04-28T00:21:24.559262+00:00,1777335684559,acc,-0.278645,0.934871,0.024133,walking
